id,sentence,difficulty
9764,"Car à la tentation minutieusement encouragée par les industriels du secteur, s'ajoute la fascination même du jeu, dont la puissance de séduction peut parfois faire perdre pied.",C2
9765,Le inexistant entre l'acteur et l'acte commis est lien,C2
9766,inexistant lien entre l'acteur et l'acte commis est Le,C2
9767,"Lorsqu'elle eut revu son premier amoureux, son coeur battit follement",C2
9768,Le lien entre l'acteur et l'acte commis est inexistant,C2
9769,"On eût dit qu'en faisant remarquer leurs ridicules, je trahissais une confidence qu'ils m'avaient faite ; on eût dit qu'en se montrant à mes yeux tels qu'ils étaient, ils avaient obtenu de ma part la promesse du silence : je n'avais point la conscience d'avoir accepté ce traité trop onéreux.",C2
9770,"Néanmoins, observations ces ont été obtenues en conditions contrôlées, et l'exposition des larves selon un scénario environnementalement réaliste d'ingestion de feuilles de plantes de culture contaminées n'a jamais été encore entrepris.",C2
9771,"Mais sous les accents harmonieux d'un Schleiermacher, sous la pieuse virtuosité de Tieck et l'ironie de Schlegel, Hegel discerne aisément le tourment de l'esprit.",C2
9772,"Lorsqu'elle eut revu son premier amoureux, son coeur battit follement",C2
9773,"On eût dit qu'en faisant remarquer leurs ridicules, je trahissais une confidence qu'ils m'avaient faite ; on eût dit qu'en se montrant à mes yeux tels qu'ils étaient, ils avaient obtenu de ma part la promesse du silence : je n'avais point la conscience d'avoir accepté ce traité trop onéreux.",C2
9774,"Les sollicitations incessantes auxquelles nous sommes confrontés nous une à obligent discipline de fer. Pour ne pas se laisser envahir, il devient nécessaire d'établir des règles et limites.",C2
9775,Le lien et l'acteur entre l'acte commis est inexistant,C2
9776,La nouveau offre un éclairage totalement didascalie de l'oeuvre.,C2
9777,La religion est la grande consolatrice des virginités,C2
9778,"Néanmoins, ces observations ont été obtenues en conditions contrôlées, et l'exposition des larves selon un scénario environnementalement réaliste d'ingestion de feuilles de plantes de culture contaminées n'a jamais été encore entrepris.",C2
9779,"Les tenants de la décroissance enjoignent pour leur part à consommer moins, à travailler moins et à réformer en profondeur les modes de vie et notamment notre consommation.",C2
9780,"Les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer. Pour ne pas se laisser envahir, il devient nécessaire d'établir des règles et limites.",C2
9781,"Mais sous les accents harmonieux d'un Schleiermacher, sous la pieuse virtuosité de Tieck et l'ironie de Schlegel, Hegel discerne aisément le tourment de l'esprit.",C2
9782,portas Tu cette robe de soie bleue que j'eus cousue,C2
9783,"Les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer. Pour ne nécessaire se laisser envahir, il devient pas d'établir des règles et limites.",C2
9784,La nouveau offre un éclairage totalement didascalie de l'oeuvre.,C2
9785,"Car à la tentation minutieusement encouragée par les industriels du secteur, s'ajoute la fascination même du jeu, dont la puissance de séduction peut parfois faire perdre pied.",C2
9786,"C'est alors qu'on le voyait, se promenant sur le Prater, porter dans un poing ostensiblement serré l'exquis mouchoir de lin jaune et noir qui évoquait à grands cris la de 1468 promulguée par un certain Pietro Barbo et exigeant que, la corde au cou, la race de Guido courût sur le Corso pour l'amusement de la populace chrétienne, cependant que les dames de noble naissance, assises sur des colonnes vertébrales trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux à robe rouge et des monsignori, applaudissaient avec l'abandon froid mais hystérique d'un peuple qui est tout ensemble injuste et heureux - le pape lui-même étant précipité de sa prise sur le ciel par le rire d'un homme qui renonce à ses anges pour récupérer l'ordonnance bête.",C2
9787,"Néanmoins, ces observations ont été obtenues en conditions contrôlées, et l'exposition des larves un selon scénario environnementalement réaliste d'ingestion de feuilles de plantes de culture contaminées n'a jamais été encore entrepris.",C2
9788,"Néanmoins, ces observations ont été obtenues en conditions contrôlées, et l'exposition des larves selon un scénario environnementalement réaliste d'ingestion de feuilles de plantes de culture contaminées n'a jamais été encore entrepris.",C2
9789,"Elle disait : ""Enfin, on respire !"" et parcourait les allées détrempées - trop symétriquement alignées à son gré par le nouveau jardinier dépourvu du sentiment de la nature et auquel mon père avait demandé depuis le matin si le temps s'arrangerait - de son petit pas enthousiaste et saccadé, réglé sur les mouvements divers qu'excitaient dans son âme l'ivresse de l'orage, la puissance de l'hygiène, la stupidité de mon éducation et la symétrie des jardins, plutôt que sur le désir inconnu d'elle d'éviter à sa jupe prune les taches de boue sous lesquelles elle disparaissait jusqu'à une hauteur qui était toujours pour sa femme de chambre un désespoir et un problème.",C2
9790,"Les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer. Pour ne pas se laisser envahir, il devient nécessaire d'établir des règles et limites.",C2
9791,un didascalie offre La éclairage totalement nouveau de l'oeuvre.,C2
9792,La didascalie offre un éclairage totalement nouveau de l'oeuvre.,C2
9793,J'eusse dû te le confier en amont de notre conversation avec les investisseurs,C2
9794,Tu portas cette robe de soie bleue que j'eus cousue,C2
9795,La didascalie offre un éclairage totalement nouveau de l'oeuvre.,C2
9796,"Après articulatoire ans, l'appareil 13 et phonatoire de l'enfant se fige, ce qui explique que les adultes ont tant de mal à apprendre les langues étrangères",C2
9797,"C'est alors qu'on le voyait, se promenant sur le Prater, porter dans un poing ostensiblement serré l'exquis mouchoir de lin jaune et noir qui évoquait à grands cris l'ordonnance de 1468 promulguée par un certain Pietro Barbo et exigeant que, la corde au cou, la race de Guido courût sur le Corso pour l'amusement de la populace chrétienne, cependant que les dames de noble naissance, assises sur des colonnes vertébrales trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux à robe rouge et des monsignori, applaudissaient avec l'abandon froid mais hystérique d'un peuple qui est tout ensemble injuste et heureux - le pape lui-même étant précipité de sa prise sur le ciel par le rire d'un homme qui renonce à ses anges pour récupérer la bête.",C2
9798,"Par la le concept d'echelle architecturologique constitue un outil d'investigation pour questionner la representation architecturale du point de vue de ailleurs, conception.",C2
9799,La didascalie offre un éclairage totalement nouveau de l'oeuvre.,C2
9800,"Les auxquelles incessantes sollicitations nous sommes confrontés nous obligent à une discipline de fer. Pour ne pas se laisser envahir, il devient nécessaire d'établir des règles et limites.",C2
9801,"Les enjoignent de la décroissance tenants pour leur part à consommer moins, à travailler moins et à réformer en profondeur les modes de vie et notamment notre consommation.",C2
9802,J'eusse dû te le confier en amont de notre conversation avec les investisseurs,C2
9803,Certains partenaires ne demandent pas votre consentement et s'appuient sur leur intérêt commercial légitime pour traiter vos données.,C2
9804,"Après 13 ans, l'appareil articulatoire et phonatoire de l'enfant se fige, ce qui explique que les adultes ont tant de à mal apprendre les langues étrangères",C2
9805,"C'est alors qu'on le voyait, se promenant sur le Prater, porter dans un poing ostensiblement serré l'exquis mouchoir de lin jaune et noir qui évoquait à grands cris l'ordonnance de 1468 promulguée par un certain Pietro Barbo et exigeant que, la corde au cou, la race de Guido courût sur le Corso pour l'amusement de la populace chrétienne, cependant que les dames de noble naissance, assises sur des colonnes vertébrales trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux à robe rouge et des monsignori, applaudissaient avec l'abandon froid mais hystérique d'un peuple qui est tout ensemble injuste et heureux - le pape lui-même étant précipité de sa prise sur le ciel par le rire d'un homme qui renonce à ses anges pour récupérer la bête.",C2
9806,"Les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer. Pour ne pas se laisser envahir, il devient nécessaire d'établir des règles et limites.",C2
9807,"Après 13 ans, l'appareil articulatoire et phonatoire de l'enfant se fige, ce qui explique apprendre les adultes ont tant de mal à que les langues étrangères",C2
9808,"Elle disait : ""Enfin, on respire !"" et parcourait les allées détrempées - trop symétriquement alignées à son gré par le nouveau jardinier dépourvu du sentiment de la nature et auquel mon père avait demandé depuis le matin si le temps s'arrangerait - de son petit pas enthousiaste et saccadé, réglé sur les mouvements divers qu'excitaient dans son âme l'ivresse de l'orage, la puissance de l'hygiène, la stupidité de mon éducation et la symétrie des jardins, plutôt que sur le désir inconnu d'elle d'éviter à sa jupe prune les taches de boue sous lesquelles elle disparaissait jusqu'à une hauteur qui était toujours pour sa femme de chambre un désespoir et un problème.",C2
9809,"C'est alors qu'on le voyait, se promenant sur le Prater, porter dans un poing ostensiblement serré l'exquis mouchoir de lin jaune et noir qui évoquait à grands cris l'ordonnance de 1468 promulguée par un certain Pietro Barbo et exigeant que, la corde au cou, la race de Guido courût sur le Corso pour l'amusement de la populace chrétienne, cependant que les dames de noble naissance, assises sur des colonnes vertébrales trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux à robe rouge et des monsignori, applaudissaient avec l'abandon froid mais hystérique d'un peuple qui est tout ensemble injuste et heureux - le pape lui-même étant précipité de sa prise sur le ciel par le rire d'un homme qui renonce à ses anges pour récupérer la bête.",C2
9810,"Car à la tentation minutieusement encouragée par les industriels du secteur, s'ajoute la fascination même du jeu, dont la puissance de séduction peut parfois faire perdre pied.",C2
